Customer Name,Vehicle Identification Number,MODEL,COMMERCIAL MODEL,Internal Vehicle Number,WHEELS AND TIRES,Primary Status,Primary Status,Date of Primary Status,Time of Primary Status,Location,Vehicle Search Area,Plant,Storage Location,Veh. Srch Area,TIRE OPTIONS,Char. 5,Characteristic 6,Vehicle Usage
CNH Industrial Australia Pty Limite,NDM476175,L218,L218-NR,0012059808,,Export Vessel Sailed,ZT72,9/30/13,1:36:29 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NDM476196,L218,L218-NR,0012059810,,Export Vessel Sailed,ZT72,9/30/13,1:35:59 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NDM476198,L218,L218-NR,0012059811,,Export Vessel Sailed,ZT72,9/30/13,1:35:45 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM466715,SV185,,0012060031,,Export Vessel Sailed,ZT72,9/5/13,3:00:56 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465847,SR175,,0012060074,,Export Vessel Sailed,ZT72,9/5/13,3:04:54 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465851,SR175,,0012060075,,Export Vessel Sailed,ZT72,9/5/13,3:03:51 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465850,SR175,,0012060076,,Export Vessel Sailed,ZT72,9/5/13,3:04:07 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465848,SR175,,0012060077,,Export Vessel Sailed,ZT72,9/5/13,3:04:37 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465856,SR175,,0012060078,,Export Vessel Sailed,ZT72,9/10/13,5:38:23 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465846,SR175,,0012060083,,Export Vessel Sailed,ZT72,9/30/13,4:52:24 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465853,SR175,,0012060084,,Export Vessel Sailed,ZT72,9/5/13,3:03:12 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465859,SR175,,0012060085,,Export Vessel Sailed,ZT72,9/5/13,3:02:14 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465858,SR175,,0012060086,,Export Vessel Sailed,ZT72,9/5/13,3:02:30 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465849,SR175,,0012060088,,Export Vessel Sailed,ZT72,9/5/13,3:04:22 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465844,SR175,,0012060089,,Export Vessel Sailed,ZT72,9/5/13,3:05:25 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465845,SR175,,0012060090,,Export Vessel Sailed,ZT72,9/5/13,3:05:09 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465857,SR175,,0012060091,,Export Vessel Sailed,ZT72,9/5/13,3:02:51 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465860,SR175,,0012060092,,Export Vessel Sailed,ZT72,9/5/13,3:01:56 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465861,SR175,,0012060093,,Export Vessel Sailed,ZT72,9/5/13,3:01:35 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465852,SR175,,0012060094,,Export Vessel Sailed,ZT72,9/5/13,3:03:30 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465854,SR175,,0012060095,,Export Vessel Sailed,ZT72,9/10/13,5:38:36 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465855,SR175,,0012060096,,Export Vessel Sailed,ZT72,9/30/13,4:52:06 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
PT DAYA KOBELCO CONSTRUCTION MACHIN,NDM476179,L218,L218-NR,0012060119,,Export Vessel Sailed,ZT72,10/17/13,11:39:35 AM,IN TRANSIT,INDNS NH L,WI01,WI01,INDONESIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"SONSRAY MACHINERY, LLC",NDM469905,SV300,SV300-T4A,0012060128,,Delivered to Destination,ZT56,9/6/13,9:58:57 AM,AUBURN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
ROSEBUD TRACTOR & EQUIPMENT COMPANY,NDM476257,L218,L218-T4B,0012090569,,Delivered to Destination,ZT56,10/13/13,1:01:46 PM,ROSEBUD,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Matured Financing
TITAN MACHINERY INC.,NDM466738,SV185,SV185-T4 FINAL,0012060659,,Delivered to Destination,ZT56,9/27/13,6:56:25 PM,GILLETTE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"AGRI-POWER, INC.",NDM465867,SR175,SR175-T4 FINAL,0012061102,,Delivered to Destination,ZT56,8/28/13,8:42:42 AM,HOPKINSVILLE,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Premium (64 OTW),,,Retail
"AGRI-POWER, INC.",NDM465871,SR175,SR175-T4 FINAL,0012061103,,Delivered to Destination,ZT56,8/29/13,3:31:51 PM,RUSSELLVILLE,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Premium (64 OTW),,,Matured Financing
"AGRI-POWER, INC.",NDM465870,SR175,SR175-T4 FINAL,0012061106,,Delivered to Destination,ZT56,8/28/13,8:42:40 AM,OWENSBORO,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Premium (64 OTW),,,Matured Financing
"AGRI-POWER, INC.",NDM468497,SR220,SR220-T4 INTERIM,0012061114,,Delivered to Destination,ZT56,8/8/13,10:36:18 AM,HOPKINSVILLE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium-Liner (70 OTW),,,Matured Financing
"AGRI-POWER, INC.",NDM468498,SR220,SR220-T4A,0012061116,,Delivered to Destination,ZT56,8/8/13,10:36:19 AM,RUSSELLVILLE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium-Liner (70 OTW),,,Retail
"AGRI-POWER, INC.",NDM468499,SR220,SR220-T4 INTERIM,0012061118,,Delivered to Destination,ZT56,8/26/13,1:06:25 PM,OWENSBORO,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium-Liner (70 OTW),,,Matured Financing
"ASSOCIATED SUPPLY COMPANY, INC.",NDM465862,SR175,SR175-T4 FINAL,0012061167,,Delivered to Destination,ZT56,9/24/13,1:54:53 PM,BELTON,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"TIMMER IMPLEMENT, INC.",NDM472614,L230,L230-T4A,0012062865,,Delivered to Destination,ZT56,9/17/13,6:07:25 PM,PEASE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
TITAN MACHINERY INC.,NDM469426,SV250,SV250-T4 INTERIM,0012063135,,Delivered to Destination,ZT56,9/6/13,8:02:01 AM,ROGERS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
TITAN MACHINERY INC.,NDM469425,SV250,SV250-T4 INTERIM,0012063151,,Delivered to Destination,ZT56,9/3/13,12:19:56 PM,WILLISTON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NDM469428,SV250,SV250-T4A,0012063155,,Delivered to Destination,ZT56,9/3/13,12:19:53 PM,WILLISTON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
TRUEMAN-WELTER'S INC.,NDM466749,SV185,SV185-T4B,0012063547,,Delivered to Destination,ZT56,9/30/13,12:38:08 PM,BUFFALO,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Severe Duty (64 OTW),,,Retail
CNH Industrial Australia Pty Limite,NDM476192,L218,L218-NR,0012063639,,Export Vessel Sailed,ZT72,9/30/13,1:36:15 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
NORTH STAR HARDWARE AND IMPLEMENT C,NDM472619,L230,L230-T4A,0012063832,,Delivered to Destination,ZT56,9/16/13,12:42:32 PM,NORTH STAR,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"ASSOCIATED SUPPLY COMPANY, INC.",NDM465888,SR175,SR175-T4 FINAL,0012064025,,Delivered to Destination,ZT56,9/3/13,1:44:08 PM,MANOR,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"WEISS FARM EQUIPMENT, INC.",NDM465891,SR175,SR175-T4 FINAL,0012064028,,Delivered to Destination,ZT56,9/24/13,12:34:02 PM,FRANKENMUTH,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"FARMERS' IMPLEMENT, LLC",NDM469429,SV250,SV250-T4A,0012064395,,Delivered to Destination,ZT56,9/3/13,1:49:32 PM,COLUMBUS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Retail
VALLEY INDUSTRIES (2007) LTD.,NDM477962,L215/L216,L216-T4B,0012064402,,Delivered to Destination,ZT56,9/4/13,9:25:05 AM,KENTVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
HEHLI-VOLD CORPORATION,NDM464771,SR130,SR130-T4B,0012064447,,Delivered to Destination,ZT56,10/4/13,8:42:00 AM,BLOOMER,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (59 OTW),,,Retail
FARMER  BROTHERS CORPORATION,NDM476152,L218,L218-NR,0012064574,,Export Vessel Sailed,ZT72,10/21/13,8:30:19 AM,IN TRANSIT,TAIWAN NHL,WI01,WI01,TAIWAN NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
FARMER  BROTHERS CORPORATION,NDM476155,L218,L218-NR,0012064575,,Export Vessel Sailed,ZT72,10/21/13,8:30:07 AM,IN TRANSIT,TAIWAN NHL,WI01,WI01,TAIWAN NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
FARMER  BROTHERS CORPORATION,NDM476166,L218,L218-NR,0012064576,,Export Vessel Sailed,ZT72,10/21/13,8:29:42 AM,IN TRANSIT,TAIWAN NHL,WI01,WI01,TAIWAN NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
FARMER  BROTHERS CORPORATION,NDM476158,L218,L218-NR,0012064577,,Export Vessel Sailed,ZT72,10/21/13,8:29:54 AM,IN TRANSIT,TAIWAN NHL,WI01,WI01,TAIWAN NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
PT DAYA KOBELCO CONSTRUCTION MACHIN,NDM476153,L218,L218-NR,0012064585,,Export Vessel Sailed,ZT72,10/17/13,11:39:49 AM,IN TRANSIT,INDNS NH L,WI01,WI01,INDONESIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"G, J & L INC.",NDM469430,SV250,SV250-T4 INTERIM,0012064616,,Delivered to Destination,ZT56,9/30/13,1:48:20 PM,Conley,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"KROMMINGA MOTORS, INC.",NDM475030,L220,L220-T4B,0012065314,,Delivered to Destination,ZT56,9/12/13,1:09:43 AM,MONTICELLO,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"POTTER EQUIPMENT COMPANY, INC.",NDM468523,SR220,SR220-T4A,0012065805,,Delivered to Destination,ZT56,9/17/13,11:04:26 AM,SPRINGFIELD,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
SCOTT EQUIPMENT INC,NDM473453,L225,L225-T4A,0012065842,,Delivered to Destination,ZT56,10/1/13,4:20:26 PM,FONTANA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
SCOTT EQUIPMENT INC,NDM473459,L225,L225-T4A,0012065843,,Delivered to Destination,ZT56,10/1/13,4:20:25 PM,FONTANA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
SCOTT EQUIPMENT INC,NDM473458,L225,L225-T4A,0012065844,,Delivered to Destination,ZT56,10/1/13,4:20:24 PM,FONTANA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
SCOTT EQUIPMENT INC,NDM473437,L225,L225-T4A,0012065848,,Delivered to Destination,ZT56,10/1/13,4:20:17 PM,FONTANA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
"MONROE TRACTOR & IMPLEMENT CO., INC",NDM469438,SV250,SV250-T4A,0012067712,,Delivered to Destination,ZT56,9/5/13,11:15:34 AM,HENRIETTA,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
TITAN MACHINERY INC.,NDM469439,SV250,SV250-T4 INTERIM,0012067713,,Delivered to Destination,ZT56,9/27/13,6:56:29 PM,GREAT FALLS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"TOWNLINE EQUIPMENT SALES, INC.",NDM469435,SV250,SV250-T4 INTERIM,0012067714,,Delivered to Destination,ZT56,10/1/13,2:11:58 PM,PLAINFIELD,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"RPM MACHINERY, LLC",NDM469440,SV250,SV250-T4 INTERIM,0012067715,,Delivered to Destination,ZT56,10/1/13,8:58:24 AM,LAFAYETTE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"RPM MACHINERY, LLC",NDM469434,SV250,SV250-T4 INTERIM,0012067716,,Delivered to Destination,ZT56,10/1/13,8:58:32 AM,INDIANAPOLIS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
FOLCOMER EQUIPMENT CORPORATION,NDM469442,SV250,SV250-T4 INTERIM,0012067722,,Delivered to Destination,ZT56,9/17/13,10:40:54 AM,ABERDEEN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Premier Rental DRY
FOLCOMER EQUIPMENT CORPORATION,NDM469431,SV250,SV250-T4 INTERIM,0012067723,,Delivered to Destination,ZT56,9/17/13,10:40:53 AM,ABERDEEN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Premier Rental DRY
TITAN MACHINERY INC.,NDM469443,SV250,SV250-T4A,0012067724,,Delivered to Destination,ZT56,9/30/13,9:44:42 AM,GREAT FALLS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
ROCKY MOUNTAIN EQUIPMENT CANADA LTD,NDM469458,SV250,SV250-CANADA,0012067784,,Delivered to Destination,ZT56,11/21/13,5:32:46 PM,EDMONTON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
ROCKY MOUNTAIN EQUIPMENT CANADA LTD,NDM469459,SV250,SV250-CANADA,0012067785,,Delivered to Destination,ZT56,10/3/13,6:34:09 PM,EDMONTON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
ROCKY MOUNTAIN EQUIPMENT CANADA LTD,NDM469456,SV250,SV250-CANADA,0012067786,,Delivered to Destination,ZT56,10/3/13,6:34:01 PM,EDMONTON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
ROCKY MOUNTAIN EQUIPMENT CANADA LTD,NDM469461,SV250,SV250-CANADA,0012067787,,Delivered to Destination,ZT56,10/16/13,4:44:36 PM,EDMONTON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
ROCKY MOUNTAIN EQUIPMENT CANADA LTD,NDM469460,SV250,SV250-CANADA,0012067806,,Delivered to Destination,ZT56,10/16/13,4:44:41 PM,EDMONTON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
ROCKY MOUNTAIN EQUIPMENT CANADA LTD,NDM469462,SV250,SV250-CANADA,0012067807,,Delivered to Destination,ZT56,10/16/13,4:44:46 PM,EDMONTON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
TITAN MACHINERY INC.,NDM469432,SV250,SV250-T4A,0012067846,,Delivered to Destination,ZT56,10/3/13,9:47:00 AM,GREAT FALLS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
TITAN MACHINERY INC.,NDM469433,SV250,SV250-T4 INTERIM,0012067847,,Delivered to Destination,ZT56,9/26/13,10:55:01 AM,GREAT FALLS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
ST. JOSEPH EQUIPMENT INC.,NDM476224,L218,L218-T4B,0012068030,,Delivered to Destination,ZT56,9/26/13,2:11:04 PM,LA CROSSE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
THE VICTOR L. PHILLIPS COMPANY,NDM443291,SR250,SR250-T4A,0012016106,,Delivered to Destination,ZT56,6/25/13,10:24:14 AM,KANSAS CITY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Non-Pneumatic (70 OTW),,,Retail
R & B POWER INC.,NDM476219,L218,L218-T4B,0012068436,,Export Vessel Sailed,ZT72,10/2/13,12:00:40 PM,IN TRANSIT,NOLA NH L,WI01,WI01,LOC NOLA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
R & B POWER INC.,NDM476223,L218,L218-T4B,0012068437,,Export Vessel Sailed,ZT72,10/2/13,12:00:12 PM,IN TRANSIT,NOLA NH L,WI01,WI01,LOC NOLA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
R & B POWER INC.,NDM472674,L230,L230-T4A,0012068439,,Export Vessel Sailed,ZT72,10/2/13,12:00:53 PM,IN TRANSIT,NOLA NH L,WI01,WI01,LOC NOLA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476164,L218,L218-NR,0012068440,,Export Vessel Sailed,ZT72,10/13/13,2:38:37 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476156,L218,L218-NR,0012068441,,Export Vessel Sailed,ZT72,10/2/13,10:57:46 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476148,L218,L218-NR,0012068443,,Export Vessel Sailed,ZT72,10/2/13,10:58:23 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476157,L218,L218-NR,0012068446,,Export Vessel Sailed,ZT72,10/13/13,2:39:03 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476169,L218,L218-NR,0012068448,,Export Vessel Sailed,ZT72,10/2/13,10:57:22 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476146,L218,L218-NR,0012068450,,Export Vessel Sailed,ZT72,10/2/13,10:58:35 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476147,L218,L218-NR,0012068452,,Export Vessel Sailed,ZT72,10/13/13,2:39:18 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476163,L218,L218-NR,0012068453,,Export Vessel Sailed,ZT72,10/13/13,2:38:50 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476171,L218,L218-NR,0012068456,,Export Vessel Sailed,ZT72,10/2/13,10:57:09 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476144,L218,L218-NR,0012068457,,Export Vessel Sailed,ZT72,10/2/13,10:58:48 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476154,L218,L218-NR,0012068461,,Export Vessel Sailed,ZT72,10/2/13,10:57:59 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476167,L218,L218-NR,0012068463,,Export Vessel Sailed,ZT72,10/2/13,10:57:34 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM476151,L218,L218-NR,0012068465,,Export Vessel Sailed,ZT72,10/2/13,10:58:11 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
NORDEMAQ S.A.,NDM476142,L218,L218-NR,0012068479,,Export Vessel Sailed,ZT72,10/13/13,2:42:34 PM,IN TRANSIT,ARG NH L,WI01,WI01,LOC ARGENTINA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
NORDEMAQ S.A.,NDM476143,L218,L218-NR,0012068481,,Export Vessel Sailed,ZT72,10/11/13,12:16:41 PM,IN TRANSIT,ARG NH L,WI01,WI01,LOC ARGENTINA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
ABERCAR SRL,NDM476145,L218,L218-NR,0012068482,,Export Vessel Sailed,ZT72,10/13/13,2:42:16 PM,IN TRANSIT,ARG NH L,WI01,WI01,LOC ARGENTINA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
ABERCAR SRL,NDM476174,L218,L218-NR,0012068483,,Export Vessel Sailed,ZT72,10/13/13,2:42:01 PM,IN TRANSIT,ARG NH L,WI01,WI01,LOC ARGENTINA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NDM475031,L220,L220-T4B,0012068485,,Delivered to Destination,ZT56,9/6/13,8:01:58 AM,ROSEMOUNT,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Severe Duty (64 OTW),,,Retail
"ASSOCIATED SUPPLY COMPANY, INC.",NDM465957,SR175,SR175-T4B,0012095972,,Delivered to Destination,ZT56,10/2/13,11:24:24 AM,HOUSTON,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
"ASSOCIATED SUPPLY COMPANY, INC.",NDM465958,SR175,SR175-T4 FINAL,0012095973,,Delivered to Destination,ZT56,10/2/13,11:24:25 AM,BEAUMONT,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
TITAN MACHINERY INC.,NDM469436,SV250,SV250-T4A,0012071448,,Delivered to Destination,ZT56,9/3/13,12:19:52 PM,BISMARCK,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
TITAN MACHINERY INC.,NDM469441,SV250,SV250-T4A,0012071455,,Delivered to Destination,ZT56,9/3/13,12:19:45 PM,BISMARCK,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
