Customer Name,Vehicle Identification Number,MODEL,COMMERCIAL MODEL,Internal Vehicle Number,Char. 4,Primary Status,Primary Status,Date of Primary Status,Time of Primary Status,Location,Vehicle Search Area,Plant,Storage Location,Veh. Srch Area,TIRE OPTIONS,Char. 5,Characteristic 6,Vehicle Usage
"BOBCO, INC.",NEM479953,L221,L221-T4B,0012200036,,Delivered to Destination,ZT56,4/1/14,12:38:30 PM,WINSTON SALEM,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"FRANKLIN EQUIPMENT, LLC",NEM483607,L223,L223-T4B,0012200056,,Delivered to Destination,ZT56,4/3/14,9:14:03 AM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Premier Rental DRY
"FRANKLIN EQUIPMENT, LLC",NEM474639,L223,L223-T4B,0012200057,,Delivered to Destination,ZT56,3/31/14,1:05:24 PM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Premier Rental DRY
"FRANKLIN EQUIPMENT, LLC",NEM474640,L223,L223-T4B,0012200058,,Delivered to Destination,ZT56,3/31/14,1:05:22 PM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Premier Rental DRY
"NEUMAN NEW HOLLAND, LLC",NEM475428,L220,L220-T4B,0012211302,,Delivered to Destination,ZT56,3/27/14,3:38:41 PM,UNION CENTER,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
Trico Equipment Services LLC,NEM480802,SV185,SV185-T4B,0012200110,,Delivered to Destination,ZT56,3/24/14,2:20:14 PM,FREEHOLD,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
"COBB COUNTY TRACTOR CO., INC.",NEM476796,L218,L218-T4B,0012200113,,Delivered to Destination,ZT56,3/4/14,1:50:55 PM,MARIETTA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"HOFFMAN INTERNATIONAL, INC.",NEM477413,SR250,SR250-T4A,0012200122,,Delivered to Destination,ZT56,2/19/14,10:37:53 AM,BRONX,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"FRANKLIN EQUIPMENT, LLC",NEM476797,L218,L218-T4B,0012200126,,Delivered to Destination,ZT56,3/6/14,5:35:13 PM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"FRANKLIN EQUIPMENT, LLC",NEM483654,L223,L223-T4B,0012200131,,Delivered to Destination,ZT56,4/1/14,5:02:34 PM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
"FRANKLIN EQUIPMENT, LLC",NEM474648,L223,L223-T4B,0012200133,,Delivered to Destination,ZT56,3/31/14,1:05:25 PM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"FRANKLIN EQUIPMENT, LLC",NEM483576,L223,L223-T4B,0012200134,,Outbound Delivery Shipped,ZT54,3/31/14,9:12:49 AM,IN TRANSIT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"C & W FARM SUPPLY, INC.",NEM473033,L230,L230-T4A,0012190476,,Delivered to Destination,ZT56,7/9/14,1:24:05 PM,COURTLAND,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Non-Pneumatic (70 OTW),,,Dealer Inventory
"WE AG PARTNERS, INC.",NEM473865,L225,L225-T4A,0012200178,,Delivered to Destination,ZT56,4/15/14,6:36:55 PM,CARLISLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"COLTRAIN, RICHARD L.",NEM476800,L218,L218-T4B,0012201139,,Delivered to Destination,ZT56,2/28/14,10:38:16 AM,ALBIA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"MODERN FARM EQUIPMENT, INC.",NEM476798,L218,L218-T4B,0012200226,,Delivered to Destination,ZT56,3/3/14,10:59:43 AM,PIERZ,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Dealer Inventory
HEHLI-VOLD CORPORATION,NEM473743,L225,L225-T4A,0012201147,,Delivered to Destination,ZT56,3/14/14,4:18:37 PM,Ellsworth,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"MARTIN IMPLEMENT SALES, INC.",NEM473726,L225,L225-T4A,0012201149,,Delivered to Destination,ZT56,3/25/14,7:42:32 AM,ORLAND PARK,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"MODERN FARM EQUIPMENT, INC.",NEM483577,L223,L223-T4B,0012200247,,Delivered to Destination,ZT56,4/10/14,12:27:28 PM,PIERZ,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"MODERN FARM EQUIPMENT, INC.",NEM473647,L225,L225-T4A,0012200252,,Delivered to Destination,ZT56,2/3/14,1:39:22 PM,PIERZ,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"CASE MEXICO, S.A. DE C.V.",NEM467520,SR200/SR210,SR200,0012211432,,Delivered to Destination,ZT56,2/18/14,12:24:04 PM,BROWNSVILLE,MEX CASE,WI01,WI01,MEXICO CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
ANJOINT & COMPANY LTD,NEM467489,SR200/SR210,SR200-NR,0012200338,,Export Vessel Sailed,ZT72,4/11/14,9:49:09 PM,IN TRANSIT,TAIWAN CSL,WI01,WI01,TAIWAN CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
PROSPRISE INTERNATIONAL CORPORATION,NEM468665,SR220,SR220-NR,0012200345,,Export Vessel Sailed,ZT72,4/11/14,9:48:55 PM,IN TRANSIT,TAIWAN CSL,WI01,WI01,TAIWAN CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
UMW EQUIPMENT SDN BHD,NEM468666,SR220,SR220-NR,0012200353,,Export Vessel Sailed,ZT72,3/17/14,1:35:41 PM,IN TRANSIT,MALAYS CSL,WI01,WI01,MALAYSIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
UMW EQUIPMENT SDN BHD,NEM468667,SR220,SR220-NR,0012200367,,Export Vessel Sailed,ZT72,3/17/14,1:35:27 PM,IN TRANSIT,MALAYS CSL,WI01,WI01,MALAYSIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
UMW EQUIPMENT SDN BHD,NEM468668,SR220,SR220-NR,0012200368,,Export Vessel Sailed,ZT72,3/17/14,1:35:14 PM,IN TRANSIT,MALAYS CSL,WI01,WI01,MALAYSIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
UMW EQUIPMENT SDN BHD,NEM468669,SR220,SR220-NR,0012200369,,Export Vessel Sailed,ZT72,3/17/14,1:35:00 PM,IN TRANSIT,MALAYS CSL,WI01,WI01,MALAYSIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
UMW EQUIPMENT SDN BHD,NEM468696,SR220,SR220-NR,0012200370,,Export Vessel Sailed,ZT72,3/17/14,1:34:03 PM,IN TRANSIT,MALAYS CSL,WI01,WI01,MALAYSIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
UMW EQUIPMENT SDN BHD,NEM468695,SR220,SR220-NR,0012200371,,Export Vessel Sailed,ZT72,3/17/14,1:34:16 PM,IN TRANSIT,MALAYS CSL,WI01,WI01,MALAYSIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"CASE MEXICO, S.A. DE C.V.",NEM467516,SR200/SR210,SR200,0012211433,,Delivered to Destination,ZT56,2/18/14,12:23:13 PM,BROWNSVILLE,MEX CASE,WI01,WI01,MEXICO CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"OLD STONE TRACTOR COMPANY, INC.",NEM483585,L223,L223-T4B,0012209219,,Delivered to Destination,ZT56,3/31/14,11:36:02 AM,ANDERSON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
NORDEMAQ S.A.,NEM476647,L218,L218-NR,0012200620,,Export Vessel Sailed,ZT72,2/27/14,4:25:05 PM,IN TRANSIT,ARG NH L,WI01,WI01,LOC ARGENTINA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NEM476651,L218,L218-NR,0012200625,,Export Vessel Sailed,ZT72,3/14/14,5:17:00 AM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NEM476650,L218,L218-NR,0012200627,,Export Vessel Sailed,ZT72,3/10/14,4:03:29 PM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NEM473623,L225,L225-NR,0012200628,,Export Vessel Sailed,ZT72,3/10/14,11:30:27 AM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NEM473624,L225,L225-NR,0012200629,,Export Vessel Sailed,ZT72,3/10/14,11:30:13 AM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NEM473622,L225,L225-NR,0012200631,,Export Vessel Sailed,ZT72,3/10/14,11:30:44 AM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"NIAGARA FRONTIER EQUIPMENT SALES, I",NEM484841,L218,L218-T4B,0012200660,,Delivered to Destination,ZT56,4/1/14,3:50:07 PM,LOCKPORT,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Severe Duty (64 OTW),,,Dealer Inventory
"HOMER UNKEFER FARM EQUIPMENT CO., I",NEM477989,L215/L216,L216-T4B,0012200683,,Delivered to Destination,ZT56,2/21/14,2:49:04 PM,MINERVA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
"HOMER UNKEFER FARM EQUIPMENT CO., I",NEM476799,L218,L218-T4B,0012200699,,Delivered to Destination,ZT56,8/11/14,9:11:45 AM,MINERVA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"GAUSE EQUIPMENT, INC.",NEM478215,SR200/SR210,SR210-T4B,0012200725,,Delivered to Destination,ZT56,2/24/14,10:00:36 AM,LISBON,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"COMER EQUIPMENT COMPANY, INC.",NEM484842,L218,L218-T4B,0012200775,,Delivered to Destination,ZT56,4/2/14,6:37:36 PM,YORK,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"J. J. NICHTING COMPANY, INC.",NEM477404,SR250,SR250-T4A,0012200776,,Delivered to Destination,ZT56,3/13/14,2:11:22 PM,PILOT GROVE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM476774,L218,L218-NR,0012200961,,Export Vessel Sailed,ZT72,3/20/14,11:29:29 AM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM476775,L218,L218-NR,0012200962,,Export Vessel Sailed,ZT72,3/13/14,2:41:07 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM476773,L218,L218-NR,0012200964,,Export Vessel Sailed,ZT72,3/13/14,2:41:22 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM476772,L218,L218-NR,0012200965,,Export Vessel Sailed,ZT72,3/13/14,2:41:36 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM476769,L218,L218-NR,0012200966,,Export Vessel Sailed,ZT72,4/3/14,11:58:01 AM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM476770,L218,L218-NR,0012200967,,Export Vessel Sailed,ZT72,4/3/14,11:57:45 AM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM476771,L218,L218-NR,0012200968,,Export Vessel Sailed,ZT72,4/8/14,3:06:46 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM475342,L220,L220-NR,0012200970,,Export Vessel Sailed,ZT72,3/13/14,2:43:03 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM475343,L220,L220-NR,0012200971,,Export Vessel Sailed,ZT72,3/13/14,2:42:48 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM475344,L220,L220-NR,0012200972,,Export Vessel Sailed,ZT72,3/13/14,2:42:34 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM475345,L220,L220-NR,0012200973,,Export Vessel Sailed,ZT72,3/13/14,2:42:20 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM475346,L220,L220-NR,0012200974,,Export Vessel Sailed,ZT72,3/13/14,2:42:05 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH Industrial Australia Pty Limite,NEM475347,L220,L220-NR,0012200976,,Export Vessel Sailed,ZT72,3/13/14,2:41:51 PM,IN TRANSIT,AUSTR NH L,WI01,WI01,AUSTRIA NH AGCE LOC,12x16.5 Premium (70 OTW),,,Dealer Inventory
"GERMAN-BLISS EQUIPMENT, INC.",NEM473868,L225,L225-T4A,0012201311,,Delivered to Destination,ZT56,4/4/14,6:34:04 PM,PRINCEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"CASE MEXICO, S.A. DE C.V.",NEM467517,SR200/SR210,SR200,0012211434,,Delivered to Destination,ZT56,2/24/14,10:04:21 AM,BROWNSVILLE,MEX CASE,WI01,WI01,MEXICO CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
WILLARD'S EQUIPMENT COMPANY,NEM475362,L220,L220-T4B,0012201419,,Delivered to Destination,ZT56,2/27/14,8:07:38 AM,WEST BRANCH,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
SCOTT SUPPLY CO.,NEM472775,L230,L230-T4A,0012201454,,Delivered to Destination,ZT56,3/17/14,10:34:37 AM,MITCHELL,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"CASE MEXICO, S.A. DE C.V.",NEM467518,SR200/SR210,SR200,0012211435,,Delivered to Destination,ZT56,2/18/14,12:24:05 PM,BROWNSVILLE,MEX CASE,WI01,WI01,MEXICO CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"NIAGARA FRONTIER EQUIPMENT SALES, I",NEM473869,L225,L225-T4A,0012201543,,Delivered to Destination,ZT56,4/8/14,6:21:43 AM,LOCKPORT,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"CENTRAL NEW HOLLAND, INC.",NEM473745,L225,L225-T4A,0012201732,,Delivered to Destination,ZT56,3/11/14,9:15:47 AM,OKLAHOMA CITY,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
HUSS IMPLEMENT CO.,NEM473651,L225,L225-T4A,0012201838,,Delivered to Destination,ZT56,2/6/14,10:52:25 AM,LA MOTTE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"CASE MEXICO, S.A. DE C.V.",NEM467519,SR200/SR210,SR200,0012211436,,Delivered to Destination,ZT56,2/18/14,12:24:05 PM,BROWNSVILLE,MEX CASE,WI01,WI01,MEXICO CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
SCOTT SUPPLY CO.,NEM475363,L220,L220-T4B,0012202000,,Delivered to Destination,ZT56,2/25/14,10:36:21 AM,MITCHELL,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Lease
SCOTT SUPPLY CO.,NEM475364,L220,L220-T4B,0012202001,,Delivered to Destination,ZT56,2/21/14,12:13:18 PM,MITCHELL,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Lease
SCOTT SUPPLY CO.,NEM473653,L225,L225-T4A,0012202019,,Delivered to Destination,ZT56,2/7/14,12:19:20 PM,MITCHELL,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
SCOTT SUPPLY CO.,NEM473654,L225,L225-T4A,0012202020,,Delivered to Destination,ZT56,2/7/14,12:19:20 PM,MITCHELL,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"TULSA NEW HOLLAND, Inc.",NEM473746,L225,L225-T4A,0012203207,,Delivered to Destination,ZT56,3/6/14,8:11:04 AM,TULSA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"TULSA NEW HOLLAND, Inc.",NEM473747,L225,L225-T4A,0012203219,,Delivered to Destination,ZT56,3/6/14,8:10:55 AM,TULSA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NEM476801,L218,L218-T4B,0012203324,,Delivered to Destination,ZT56,3/5/14,2:18:14 PM,ROSEMOUNT,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"MARTIN IMPLEMENT SALES, INC.",NEM483578,L223,L223-T4B,0012203337,,Delivered to Destination,ZT56,3/26/14,2:21:25 PM,ORLAND PARK,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NEM473870,L225,L225-T4A,0012203348,,Delivered to Destination,ZT56,4/4/14,8:17:43 AM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NEM473871,L225,L225-T4A,0012203349,,Delivered to Destination,ZT56,4/4/14,8:17:22 AM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"TOPEKA NEW HOLLAND, INC.",NEM476802,L218,L218-T4B,0012206826,,Delivered to Destination,ZT56,2/28/14,7:42:23 AM,TOPEKA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"TOPEKA NEW HOLLAND, INC.",NEM484844,L218,L218-T4B,0012206836,,Delivered to Destination,ZT56,3/27/14,2:06:23 PM,TOPEKA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"CENTRAL NEW HOLLAND, INC.",NEM473872,L225,L225-T4A,0012206886,,Delivered to Destination,ZT56,4/2/14,11:39:52 AM,OKLAHOMA CITY,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"SCHLOFMAN TRACTOR & IMPLEMENT CO.,",NEM473771,L225,L225-T4A,0012209245,,Delivered to Destination,ZT56,3/7/14,5:34:36 PM,BOISE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
"BIRKEY'S FARM STORE, INC.",NEM470061,SV300,SV300-T4 INTERIM,0012207045,,Delivered to Destination,ZT56,2/14/14,12:12:34 PM,URBANA,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
"AUTOMOTIVE COMPANY, INC.",NEM473727,L225,L225-T4A,0012205618,,Delivered to Destination,ZT56,3/10/14,9:52:50 AM,ISABEL,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"AUTOMOTIVE COMPANY, INC.",NEM483579,L223,L223-T4B,0012205638,,Delivered to Destination,ZT56,4/2/14,7:14:05 PM,ISABEL,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"BEAVER MACHINE, INC.",NEM469639,SV250,SV250-T4 INTERIM,0012207367,,Delivered to Destination,ZT56,2/18/14,4:22:12 PM,COLEMAN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"BEAVER MACHINE, INC.",NEM469643,SV250,SV250-T4 INTERIM,0012207368,,Delivered to Destination,ZT56,2/14/14,8:07:23 AM,COLEMAN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"W.G. LEFFELMAN & SONS, INC.",NEM468728,SR220,SR220-T4 INTERIM,0012207424,,Delivered to Destination,ZT56,3/13/14,1:41:58 PM,AMBOY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NEM466079,SR175,SR175NR CASE  SR175,0012207600,,Export Vessel Sailed,ZT72,3/19/14,2:40:35 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NEM466080,SR175,SR175NR CASE  SR175,0012207601,,Export Vessel Sailed,ZT72,3/19/14,2:40:21 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NEM466097,SR175,SR175NR CASE  SR175,0012207603,,Export Vessel Sailed,ZT72,3/19/14,6:09:25 AM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"FARMERS IMPLEMENT & IRRIGATION, INC",NEM484845,L218,L218-T4B,0012207638,,Delivered to Destination,ZT56,4/3/14,1:23:55 PM,BROOKINGS,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"FARMERS IMPLEMENT & IRRIGATION, INC",NEM476803,L218,L218-T4B,0012207663,,Delivered to Destination,ZT56,2/28/14,1:19:45 AM,BROOKINGS,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Severe Duty (64 OTW),,,Retail
"BEAVER MACHINE, INC.",NEM468729,SR220,SR220-T4 INTERIM,0012207735,,Delivered to Destination,ZT56,3/11/14,3:55:23 PM,COLEMAN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"FRANKLIN EQUIPMENT, LLC",NEM474611,L223,L223-T4B,0012207737,,Delivered to Destination,ZT56,2/27/14,11:47:39 AM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Premier Rental DRY
STEWART'S NEW HOLLAND LTD.,NEM475397,L220,L220-CANADA,0012207764,,Delivered to Destination,ZT56,3/27/14,8:43:24 AM,ERIN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"WHITE'S FARM SUPPLY, INC.",NEM477998,L215/L216,L216-T4B,0012207820,,Delivered to Destination,ZT56,4/1/14,9:41:40 AM,CANASTOTA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
CNH COMERCIAL S.A. DE C.V.,NEM472705,L230,L230,0012207884,,Delivered to Destination,ZT56,2/14/14,5:25:04 PM,LAREDO,MEX NH,WI01,WI01,MEXICO NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"FARMERS IMPLEMENT & IRRIGATION, INC",NEM474612,L223,L223-T4B,0012208060,,Delivered to Destination,ZT56,3/13/14,11:41:39 AM,BROOKINGS,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"FARMERS IMPLEMENT & IRRIGATION, INC",NEM483646,L223,L223-T4B,0012208061,,Delivered to Destination,ZT56,4/3/14,1:18:39 PM,BROOKINGS,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BOBCO, INC.",NEM475459,L220,L220-T4B,0012208066,,Delivered to Destination,ZT56,3/28/14,9:44:53 AM,WINSTON SALEM,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"AG-INDUSTRIAL, INC.",NEM477990,L215/L216,L216-T4B,0012208129,,Delivered to Destination,ZT56,2/21/14,2:49:06 PM,RISING SUN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
"AG-INDUSTRIAL, INC.",NEM476804,L218,L218-T4B,0012208147,,Delivered to Destination,ZT56,3/4/14,10:35:05 AM,RISING SUN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"KLEM TRACTOR, INCORPORATED",NEM484846,L218,L218-T4B,0012208160,,Delivered to Destination,ZT56,4/4/14,7:39:08 AM,SPENCER,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
