Customer Name,Vehicle Identification Number,MODEL,COMMERCIAL MODEL,Internal Vehicle Number,Char. 4,Primary Status,Primary Status,Date of Primary Status,Time of Primary Status,Location,Vehicle Search Area,Plant,Storage Location,Veh. Srch Area,TIRE OPTIONS,Char. 5,Characteristic 6,Vehicle Usage
HITRAC (1974) INC.,NEM477542,SR250,SR250-CANADA,0012379098,,Delivered to Destination,ZT56,6/13/14,10:33:50 AM,WINNIPEG,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"PEACH COUNTRY TRACTOR, INC.",NEM472999,L230,L230-T4A,0012330160,,Delivered to Destination,ZT56,6/12/14,1:42:00 PM,RICHWOOD,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
VAUGHTERS TRACTOR COMPANY,NEM469807,SV250,SV250-T4 INTERIM,0012336806,,Delivered to Destination,ZT56,5/13/14,12:35:04 PM,GAINESVILLE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
"Minnesota AG Group - Hastings, Inc.",NEM468854,SR220,SR220-T4 INTERIM,0012336816,,Delivered to Destination,ZT56,6/17/14,11:50:58 AM,Hastings,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"TRIEBOLD IMPLEMENT, INC.",NEM466289,SR175,SR175-T4 FINAL,0012330239,,Delivered to Destination,ZT56,4/24/14,11:12:07 AM,WHITEWATER,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Severe Duty (64 OTW),,,Retail
"Minnesota AG Group - Hastings, Inc.",NEM469868,SV250,SV250-T4 INTERIM,0012336833,,Delivered to Destination,ZT56,6/10/14,1:24:59 PM,Hastings,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NEM469843,SV250,SV250-T4 INTERIM,0012330291,,Delivered to Destination,ZT56,6/5/14,9:29:24 AM,SIOUX FALLS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
TITAN MACHINERY INC.,NEM469844,SV250,SV250-T4 INTERIM,0012330296,,Delivered to Destination,ZT56,6/5/14,9:29:26 AM,SIOUX FALLS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NEM469791,SV250,SV250-T4 INTERIM,0012330289,,Delivered to Destination,ZT56,5/13/14,8:42:28 AM,SIOUX FALLS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NEM478396,SR200/SR210,SR210-T4 FINAL,0012330300,,Delivered to Destination,ZT56,6/20/14,2:45:30 PM,SIOUX FALLS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
TITAN MACHINERY INC.,NEM478393,SR200/SR210,SR210-T4 FINAL,0012330308,,Delivered to Destination,ZT56,6/25/14,4:29:13 PM,SIOUX FALLS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NEM478352,SR200/SR210,SR210-T4 FINAL,0012330314,,Delivered to Destination,ZT56,6/20/14,2:45:31 PM,SIOUX FALLS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
CNH Industrial Belgium NV,NEM472841,L230,L230-T4A,0012330333,,Export Vessel Sailed,ZT72,5/22/14,1:23:15 PM,IN TRANSIT,UK NH,WI01,WI01,UK NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
CNH Industrial Belgium NV,NEM472842,L230,L230-T4A,0012330337,,Export Vessel Sailed,ZT72,5/22/14,1:24:54 PM,IN TRANSIT,UK NH,WI01,WI01,UK NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
CNH Industrial Belgium NV,NEM472843,L230,L230-T4A,0012330338,,Export Vessel Sailed,ZT72,6/14/14,5:23:01 PM,IN TRANSIT,UK NH,WI01,WI01,UK NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
CNH Industrial Belgium NV,NEM472844,L230,L230-T4A,0012330339,,Export Vessel Sailed,ZT72,6/23/14,12:20:14 PM,IN TRANSIT,UK NH,WI01,WI01,UK NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
CNH Industrial Belgium NV,NEM472845,L230,L230-T4A,0012330340,,Export Vessel Sailed,ZT72,5/31/14,7:09:44 AM,IN TRANSIT,UK NH,WI01,WI01,UK NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"FOUR M EQUIPMENT SALES, INC.",NEM485282,L218,L218-T4B,0012376890,,Delivered to Destination,ZT56,6/23/14,8:11:48 AM,VESTAL,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Severe Duty (64 OTW),,,Dealer Inventory
ROOTS GROUP ARABIA CJSC,NEM465214,SR150/SR160,SR150-NR,0012320614,,Export Vessel Sailed,ZT72,6/20/14,10:35:54 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ROOTS GROUP ARABIA CJSC,NEM465213,SR150/SR160,SR150-NR,0012320615,,Export Vessel Sailed,ZT72,6/20/14,10:36:08 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ROOTS GROUP ARABIA CJSC,NEM465212,SR150/SR160,SR150-NR,0012320616,,Export Vessel Sailed,ZT72,6/20/14,10:36:23 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ROOTS GROUP ARABIA CJSC,NEM465217,SR150/SR160,SR150-NR,0012320617,,Export Vessel Sailed,ZT72,6/20/14,10:35:40 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ROOTS GROUP ARABIA CJSC,NEM465219,SR150/SR160,SR150-NR,0012320618,,Export Vessel Sailed,ZT72,6/20/14,10:35:24 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
"CENTRAL MACHINERY SALES, INC.",NEM468855,SR220,SR220-T4 INTERIM,0012336910,,Delivered to Destination,ZT56,6/24/14,11:32:11 AM,MOSES LAKE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
THE TWIN FALLS TRACTOR & IMPLEMENT,NEM473894,L225,L225-T4A,0012330417,,Delivered to Destination,ZT56,4/21/14,3:53:15 PM,TWIN FALLS,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
TITAN MACHINERY INC.,NEM478351,SR200/SR210,SR210-T4 FINAL,0012330445,,Delivered to Destination,ZT56,6/18/14,6:35:56 PM,LINCOLN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Retail
TITAN MACHINERY INC.,NEM470242,SV300,SV300-T4 INTERIM,0012330438,,Delivered to Destination,ZT56,6/18/14,6:36:21 PM,DES MOINES,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NEM469845,SV250,SV250-T4 INTERIM,0012330440,,Delivered to Destination,ZT56,6/5/14,11:02:00 AM,DES MOINES,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"WASHINGTON IMPLEMENT CO., INC.",NEM470215,SV300,SV300-T4 INTERIM,0012336950,,Delivered to Destination,ZT56,5/9/14,11:55:08 AM,MONTICELLO,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"CENTURY EQUIPMENT COMPANY, INC.",NEM466292,SR175,SR175-T4 FINAL,0012330460,,Delivered to Destination,ZT56,5/5/14,6:02:54 AM,CEDAR CITY,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Premium (64 OTW),,,Retail
"WASHINGTON IMPLEMENT CO., INC.",NEM479341,SV250,SV250-T4 INTERIM,0012336957,,Delivered to Destination,ZT56,6/10/14,9:48:39 AM,MONTICELLO,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"ARNOLD'S OF KIMBALL, INC.",NEM478373,SR200/SR210,SR210-T4 FINAL,0012336961,,Delivered to Destination,ZT56,6/18/14,12:39:13 PM,KIMBALL,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
"MARION FORD TRACTOR, INC.",NEM478810,L225,L225-T4A,0012330519,,Delivered to Destination,ZT56,6/23/14,8:23:45 AM,LITHONIA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"MARION FORD TRACTOR, INC.",NEM483855,L223,L223-T4B,0012330520,,Delivered to Destination,ZT56,7/9/14,9:23:01 AM,LITHONIA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Premier Rental DRY
"AYRES-DELTA IMPLEMENT, INC.",NEM478367,SR200/SR210,SR210-T4 FINAL,0012320872,,Delivered to Destination,ZT56,6/23/14,2:05:53 PM,LELAND,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"MARION FORD TRACTOR, INC.",NEM485303,L218,L218-T4B,0012330522,,Delivered to Destination,ZT56,6/23/14,1:29:39 PM,LITHONIA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Premier Rental DRY
"WASHINGTON IMPLEMENT CO., INC.",NEM466320,SR175,SR175-T4 FINAL,0012336971,,Delivered to Destination,ZT56,5/28/14,8:57:25 AM,MONTICELLO,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Premium (64 OTW),,,Dealer Inventory
GENERAL SERVICES ADMINISTRATION,NEM468762,SR220,SR220-T4 INTERIM,0012320917,,Delivered to Destination,ZT56,4/24/14,2:48:26 PM,Tooele,NA CASE,L183,S183,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
CNH COMERCIAL S.A. DE C.V.,NEM485264,L218,L218,0012330573,,Delivered to Destination,ZT56,6/26/14,2:04:58 PM,LAREDO,MEX NH,WI01,WI01,MEXICO NH AGCE,10x16.5 Premium (64 OTW),,,Dealer Inventory
"RPM MACHINERY, LLC",NEM480932,SV185,SV185-T4 FINAL,0012342864,,Delivered to Destination,ZT56,5/27/14,10:15:54 AM,LAFAYETTE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
BURRIS EQUIPMENT CO.,NEM470207,SV300,SV300-T4 INTERIM,0012330555,,Delivered to Destination,ZT56,5/5/14,9:27:47 AM,WAUKEGAN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH COMERCIAL S.A. DE C.V.,NEM483777,L223,L223,0012330583,,Delivered to Destination,ZT56,6/2/14,8:10:23 PM,LAREDO,MEX NH,WI01,WI01,MEXICO NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH COMERCIAL S.A. DE C.V.,NEM483778,L223,L223,0012330584,,Delivered to Destination,ZT56,6/2/14,8:10:28 PM,LAREDO,MEX NH,WI01,WI01,MEXICO NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH COMERCIAL S.A. DE C.V.,NEM483779,L223,L223,0012330585,,Delivered to Destination,ZT56,6/3/14,8:02:57 PM,LAREDO,MEX NH,WI01,WI01,MEXICO NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"RPM MACHINERY, LLC",NEM468850,SR220,SR220-T4 INTERIM,0012342867,,Delivered to Destination,ZT56,6/30/14,7:42:08 AM,SOUTH BEND,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"RPM MACHINERY, LLC",NEM477524,SR250,SR250-T4 INTERIM,0012342868,,Delivered to Destination,ZT56,5/12/14,8:08:03 AM,INDIANAPOLIS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"RPM MACHINERY, LLC",NEM468852,SR220,SR220-T4 INTERIM,0012342870,,Delivered to Destination,ZT56,6/30/14,7:42:15 AM,FORT WAYNE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NEM469792,SV250,SV250-T4 INTERIM,0012330598,,Delivered to Destination,ZT56,7/11/14,1:02:20 PM,SIOUX CITY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Dealer Inventory
CNH COMERCIAL S.A. DE C.V.,NEM485265,L218,L218,0012330574,,Delivered to Destination,ZT56,6/19/14,7:35:13 PM,LAREDO,MEX NH,WI01,WI01,MEXICO NH AGCE,10x16.5 Premium (64 OTW),,,Dealer Inventory
"RPM MACHINERY, LLC",NEM477918,SR150/SR160,SR160-T4 FINAL,0012342865,,Delivered to Destination,ZT56,5/30/14,12:53:54 PM,FORT WAYNE,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (59 OTW),,,Retail
TITAN MACHINERY INC.,NEM478313,SR200/SR210,SR210-T4 FINAL,0012330615,,Delivered to Destination,ZT56,5/12/14,9:19:23 AM,SIOUX CITY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium-Liner (70 OTW),,,Dealer Inventory
BURRIS EQUIPMENT CO.,NEM477499,SR250,SR250-T4 INTERIM,0012330605,,Delivered to Destination,ZT56,5/2/14,10:17:48 AM,WAUKEGAN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
BURRIS EQUIPMENT CO.,NEM477500,SR250,SR250-T4 INTERIM,0012330607,,Delivered to Destination,ZT56,5/23/14,11:50:16 AM,WAUKEGAN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"BIRKEY'S FARM STORE, INC.",NEM477544,SR250,SR250-T4 INTERIM,0012330622,,Delivered to Destination,ZT56,6/6/14,1:14:55 PM,BLOOMINGTON,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
"BINKLEY & HURST, LP",NEM469838,SV250,SV250-T4 INTERIM,0012321081,,Delivered to Destination,ZT56,6/6/14,2:18:00 PM,LITITZ,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
"BINKLEY & HURST, LP",NEM469839,SV250,SV250-T4 INTERIM,0012321082,,Delivered to Destination,ZT56,6/6/14,2:18:02 PM,LITITZ,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Dealer Inventory
SCHERRMAN'S IMPLEMENT AND APPLIANCE,NEM478353,SR200/SR210,SR210-T4 FINAL,0012330635,,Delivered to Destination,ZT56,6/17/14,2:17:59 PM,DYERSVILLE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"RPM MACHINERY, LLC",NEM480928,SV185,SV185-T4 FINAL,0012342888,,Delivered to Destination,ZT56,5/27/14,2:09:12 PM,FORT WAYNE,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
"SOUTHEASTERN EQUIPMENT CO., INC.",NEM479355,SV250,SV250-T4 INTERIM,0012342889,,Delivered to Destination,ZT56,6/13/14,6:38:24 PM,DUBLIN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Retail
"RPM MACHINERY, LLC",NEM479356,SV250,SV250-T4 INTERIM,0012342890,,Delivered to Destination,ZT56,6/12/14,1:42:11 PM,LAFAYETTE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"RPM MACHINERY, LLC",NEM479357,SV250,SV250-T4 INTERIM,0012342891,,Delivered to Destination,ZT56,6/20/14,10:11:59 AM,INDIANAPOLIS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"RPM MACHINERY, LLC",NEM466338,SR175,SR175-T4 FINAL,0012342892,,Delivered to Destination,ZT56,6/24/14,9:12:55 AM,INDIANAPOLIS,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
BURRIS EQUIPMENT CO.,NEM480929,SV185,SV185-T4 FINAL,0012330661,,Delivered to Destination,ZT56,5/8/14,1:54:32 PM,WAUKEGAN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
A. R. BEATTY DIESEL INC. (A CLOSE C,NEM468769,SR220,SR220-T4 INTERIM,0012321270,,Delivered to Destination,ZT56,4/9/14,12:20:56 PM,ERIE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH COMERCIAL S.A. DE C.V.,NEM472867,L230,L230,0012330720,,Delivered to Destination,ZT56,5/6/14,12:27:19 PM,LAREDO,MEX NH,WI01,WI01,MEXICO NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"B & R FARM EQUIPMENT, INC.",NEM477109,L213,L213-T4B,0012337062,,Delivered to Destination,ZT56,6/7/14,6:36:00 PM,Milroy,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (59 OTW),,,Dealer Inventory
CNH COMERCIAL S.A. DE C.V.,NEM473998,L225,L225,0012330712,,Delivered to Destination,ZT56,5/13/14,11:47:48 PM,LAREDO,MEX NH,WI01,WI01,MEXICO NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH COMERCIAL S.A. DE C.V.,NEM474116,L225,L225,0012330713,,Delivered to Destination,ZT56,6/2/14,8:10:34 PM,LAREDO,MEX NH,WI01,WI01,MEXICO NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH COMERCIAL S.A. DE C.V.,NEM474117,L225,L225,0012330714,,Delivered to Destination,ZT56,6/2/14,8:10:40 PM,LAREDO,MEX NH,WI01,WI01,MEXICO NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
HAMMELL EQUIPMENT INC.,NEM470249,SV300,SV300-T4 INTERIM,0012359019,,Delivered to Destination,ZT56,6/17/14,11:50:58 AM,CHATFIELD,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Dealer Inventory
"SUNBELT RENTALS, INC",NEM466282,SR175,SR175-T4 FINAL,0012321455,,Delivered to Destination,ZT56,5/2/14,7:55:29 AM,SHREWSBURY,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Premium (64 OTW),,,Dealer Inventory
KALSCHEUR IMPLEMENT CO. INC.,NEM468770,SR220,SR220-T4 INTERIM,0012321442,,Delivered to Destination,ZT56,4/9/14,3:14:35 PM,CROSS PLAINS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
KALSCHEUR IMPLEMENT CO. INC.,NEM470204,SV300,SV300-T4 INTERIM,0012321462,,Delivered to Destination,ZT56,5/23/14,2:14:48 PM,CROSS PLAINS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
KALSCHEUR IMPLEMENT CO. INC.,NEM477496,SR250,SR250-T4 INTERIM,0012321476,,Delivered to Destination,ZT56,5/12/14,12:57:29 PM,CROSS PLAINS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
KALSCHEUR IMPLEMENT CO. INC.,NEM480897,SV185,SV185-T4 FINAL,0012321497,,Delivered to Destination,ZT56,4/15/14,2:14:28 PM,CROSS PLAINS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
JANSON EQUIPMENT CO.,NEM478325,SR200/SR210,SR210-T4 FINAL,0012313815,,Delivered to Destination,ZT56,5/27/14,10:48:12 AM,REESE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"SUNBELT RENTALS, INC",NEM468761,SR220,SR220-T4 INTERIM,0012321524,,Delivered to Destination,ZT56,4/14/14,3:02:59 PM,SHREWSBURY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"ARNOLD'S OF ST. MARTIN, INC.",NEM470183,SV300,SV300-T4 INTERIM,0012321525,,Delivered to Destination,ZT56,5/9/14,9:36:03 AM,SAINT MARTIN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
KALSCHEUR IMPLEMENT CO. INC.,NEM478368,SR200/SR210,SR210-T4 FINAL,0012321545,,Delivered to Destination,ZT56,6/18/14,7:45:47 AM,CROSS PLAINS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
TITAN MACHINERY INC.,NEM472832,L230,L230-T4A,0012314121,,Delivered to Destination,ZT56,4/22/14,12:29:49 PM,ALBERT LEA,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
TITAN MACHINERY INC.,NEM472831,L230,L230-T4A,0012314128,,Delivered to Destination,ZT56,4/22/14,12:29:51 PM,ALBERT LEA,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
CNH INDUSTRIAL LATIN AMERICA LTDA,NEM465215,SR150/SR160,SR150NR CASE  SR150,0012314136,,Export Vessel Sailed,ZT72,4/21/14,1:47:26 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,10x16.5 Premium (59 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NEM465216,SR150/SR160,SR150NR CASE  SR150,0012314137,,Export Vessel Sailed,ZT72,4/21/14,1:47:13 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,10x16.5 Premium (59 OTW),,,Dealer Inventory
"KANEQUIP, INC.",NEM470196,SV300,SV300-T4 INTERIM,0012314183,,Delivered to Destination,ZT56,5/6/14,11:37:17 AM,WAMEGO,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Dealer Inventory
"SUNBELT RENTALS, INC",NEM469777,SV250,SV250-T4 INTERIM,0012321607,,Delivered to Destination,ZT56,6/5/14,8:00:40 AM,SHREWSBURY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"KANEQUIP, INC.",NEM469835,SV250,SV250-T4 INTERIM,0012314203,,Delivered to Destination,ZT56,6/3/14,11:39:15 AM,WAMEGO,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Dealer Inventory
"KANEQUIP, INC.",NEM469778,SV250,SV250-T4 INTERIM,0012314213,,Delivered to Destination,ZT56,5/9/14,12:01:32 PM,WAMEGO,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
FUTURE AG INC.,NEM480957,SV185,SV185-CANADA,0012314216,,Delivered to Destination,ZT56,6/10/14,1:10:16 PM,RED DEER COUNTY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"SUNBELT RENTALS, INC",NEM469776,SV250,SV250-T4 INTERIM,0012321606,,Delivered to Destination,ZT56,6/20/14,3:33:28 PM,SHREWSBURY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Retail
FUTURE AG INC.,NEM467674,SR200/SR210,SR200-CANADA,0012314236,,Delivered to Destination,ZT56,5/22/14,2:59:49 PM,RED DEER COUNTY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
CHARLES RICHARDS & SONS LIMITED,NEM479365,SV250,SV250-CANADA,0012314244,,Delivered to Destination,ZT56,7/4/14,6:31:35 PM,STOUFFVILLE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Dealer Inventory
"ANTIETAM TRACTOR & EQUIPMENT, INC.",NEM475806,L220,L220-T4B,0012321616,,Delivered to Destination,ZT56,7/1/14,11:42:15 AM,HAGERSTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
CHARLES RICHARDS & SONS LIMITED,NEM477537,SR250,SR250-CANADA,0012314252,,Delivered to Destination,ZT56,6/27/14,3:52:23 PM,STOUFFVILLE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Retail
"Scott Equipment Company, L.L.C.",NEM478278,SR200/SR210,SR210-T4 FINAL,0012314337,,Delivered to Destination,ZT56,4/24/14,1:54:08 PM,MONROE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ANTIETAM TRACTOR & EQUIPMENT, INC.",NEM475807,L220,L220-T4B,0012321655,,Delivered to Destination,ZT56,7/9/14,9:08:19 AM,HAGERSTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"VALLEY IMPLEMENT & MOTOR CO., INC.",NEM475834,L220,L220-T4B,0012399071,,Delivered to Destination,ZT56,7/1/14,9:49:06 AM,NORTH LOGAN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"STRAUB INTERNATIONAL, INC.",NEM469840,SV250,SV250-T4 INTERIM,0012321836,,Delivered to Destination,ZT56,7/3/14,4:48:19 PM,SALINA,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NEM468832,SR220,SR220-T4 INTERIM,0012330862,,Delivered to Destination,ZT56,6/20/14,6:33:22 PM,OMAHA,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NEM478354,SR200/SR210,SR210-T4 FINAL,0012330851,,Delivered to Destination,ZT56,6/18/14,6:36:04 PM,OMAHA,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Premium-Liner (64 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NEM469793,SV250,SV250-T4 INTERIM,0012330852,,Delivered to Destination,ZT56,5/14/14,2:27:40 PM,OMAHA,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
TITAN MACHINERY INC.,NEM469794,SV250,SV250-T4 INTERIM,0012330853,,Delivered to Destination,ZT56,5/14/14,2:27:42 PM,OMAHA,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Matured Financing
